TREC topic	PMID reference document	PMID to be assessed
113	10526212	11917106
113	10526212	12788910
113	10526212	12949806
113	10526212	14562038
113	10526212	14562038
113	10794173	7837983
113	10794173	7837983
113	10794173	8120177
113	10794173	9166947
113	10794173	10526212
113	10794173	10857603
113	10794173	10880470
113	10794173	10960840
113	10794173	11406273
113	10794173	11460167
113	10794173	11460167
113	10794173	11504715
113	10794173	11522817
113	10794173	11590065
113	10794173	11712280
113	10794173	11917106
113	10794173	12389335
113	10794173	12711064
113	10794173	14562038
113	10794173	14562038
113	10880451	7837983
113	10880451	8668529
113	10880451	9538586
113	10880451	9705497
113	10880451	10075081
113	10880451	10758502
113	10880451	10880451
113	10880451	10880470
113	10880451	10880470
113	10880451	10993646
113	10880451	11460167
113	10880451	11522817
113	10880451	11522817
113	10880451	11522817
113	10880451	11729144
113	10880451	11917106
113	10880451	12582027
113	10880451	14562038
113	10880451	14562038
113	10880451	14562038
113	10924462	7841968
113	10924462	8268227
113	10924462	9653450
113	10924462	9693041
113	10924462	9705497
113	10924462	9753690
113	10924462	9932817
113	10924462	10880451
113	10924462	10880451
113	10924462	10880470
113	10924462	10880470
113	10924462	10924462
113	10924462	11406273
113	10924462	11406273
113	10924462	11460167
113	10924462	11460167
113	10924462	11504715
113	10924462	14562038
113	10924462	14562038
113	10924462	14562038
113	11406273	8538651
113	11406273	8629545
113	11406273	8678980
113	11406273	9664119
113	11406273	10510890
113	11406273	10526212
113	11406273	10526212
113	11406273	10794173
113	11406273	10880451
113	11406273	10880451
113	11406273	10880470
113	11406273	11057907
113	11406273	11460167
113	11406273	11504715
113	11406273	11712295
113	11406273	11917106
113	11406273	11917106
113	11406273	11917106
113	11406273	14562038
113	11406273	14562038
113	11504715	7508947
113	11504715	7654449
113	11504715	7837983
113	11504715	9583800
113	11504715	9614442
113	11504715	9653450
113	11504715	9705497
113	11504715	10794173
113	11504715	10880451
113	11504715	10880451
113	11504715	10880470
113	11504715	10880470
113	11504715	10880470
113	11504715	11712288
113	11504715	11917106
113	11504715	11917106
113	11504715	12226657
113	11504715	14562038
113	11504715	14562038
113	11504715	14562038
113	11522817	7837983
113	11522817	9234711
113	11522817	9653450
113	11522817	9815849
113	11522817	10506649
113	11522817	10526212
113	11522817	10880451
113	11522817	10880470
113	11522817	10924462
113	11522817	11406273
113	11522817	11406273
113	11522817	11406273
113	11522817	11460167
113	11522817	11460167
113	11522817	11460167
113	11522817	11460167
113	11522817	11918717
113	11522817	12644539
113	11522817	14562038
113	11522817	14562038
116	7529048	7624149
116	7529048	8286193
116	7529048	8607861
116	7529048	9394418
116	7529048	9394418
116	7529048	9516080
116	7529048	9518262
116	7529048	9683787
116	7529048	9860968
116	7529048	10427145
116	7529048	10430101
116	7529048	10669726
116	7529048	10791771
116	7529048	11828267
116	7529048	11988840
116	7529048	12360481
116	7529048	12438247
116	7529048	12890810
116	7529048	12907612
116	7529048	12941837
116	7664648	8595162
116	7664648	8607861
116	7664648	8771909
116	7664648	8833657
116	7664648	9394418
116	7664648	9413807
116	7664648	10427145
116	7664648	10542046
116	7664648	10570150
116	7664648	10674396
116	7664648	10950308
116	7664648	11092520
116	7664648	11102895
116	7664648	11453542
116	7664648	11559546
116	7664648	11559546
116	7664648	11694888
116	7664648	11828267
116	7664648	12888657
116	7664648	12937141
116	7743492	7624149
116	7743492	7743492
116	7743492	8111378
116	7743492	8244804
116	7743492	8532629
116	7743492	8607861
116	7743492	8833657
116	7743492	8833657
116	7743492	9311601
116	7743492	9545345
116	7743492	9605520
116	7743492	10093629
116	7743492	11384880
116	7743492	11579209
116	7743492	12238112
116	7743492	12374697
116	7743492	12379772
116	7743492	12489029
116	7743492	12566306
116	7743492	12746329
116	8286193	8286193
116	8286193	8595162
116	8286193	8692980
116	8286193	8806962
116	8286193	9128805
116	8286193	9199203
116	8286193	9515800
116	8286193	10207053
116	8286193	10430101
116	8286193	10435587
116	8286193	10676665
116	8286193	10950308
116	8286193	11102895
116	8286193	11245436
116	8286193	11376126
116	8286193	11445579
116	8286193	11694888
116	8286193	11828267
116	8286193	11988840
116	8286193	12543777
116	8607861	7624149
116	8607861	8286193
116	8607861	8546673
116	8607861	8595162
116	8607861	8692980
116	8607861	9394418
116	8607861	9815544
116	8607861	9929781
116	8607861	10674396
116	8607861	10720068
116	8607861	10851068
116	8607861	10950308
116	8607861	11040093
116	8607861	11043572
116	8607861	11376126
116	8607861	11723502
116	8607861	11828267
116	8607861	11895872
116	8607861	12888657
116	8607861	14534541
116	8665514	8145772
116	8665514	8665514
116	8665514	8883958
116	8665514	9222417
116	8665514	9342439
116	8665514	9850076
116	8665514	10669726
116	8665514	10851068
116	8665514	10851068
116	8665514	10950308
116	8665514	10950308
116	8665514	10950308
116	8665514	11376126
116	8665514	11694888
116	8665514	11788654
116	8665514	11828267
116	8665514	11983706
116	8665514	12193537
116	8665514	12941837
116	8665514	14520693
116	8692980	7624149
116	8692980	7694792
116	8692980	7743492
116	8692980	7743492
116	8692980	7883115
116	8692980	8145772
116	8692980	8595162
116	8692980	9205064
116	8692980	9267840
116	8692980	9850076
116	8692980	10676665
116	8692980	10851068
116	8692980	11212254
116	8692980	11245436
116	8692980	11402025
116	8692980	11788654
116	8692980	12414625
116	8692980	12414625
116	8692980	12615821
116	8692980	14534541
116	8710868	7560521
116	8710868	8093054
116	8710868	8286193
116	8710868	8661216
116	8710868	9024787
116	8710868	9038347
116	8710868	9311601
116	8710868	9850076
116	8710868	10401676
116	8710868	10676665
116	8710868	10720068
116	8710868	11212254
116	8710868	11384880
116	8710868	11384880
116	8710868	11885994
116	8710868	12188907
116	8710868	12414625
116	8710868	12414625
116	8710868	12890810
116	8710868	12941837
116	9056422	8595162
116	9056422	8995674
116	9056422	8998174
116	9056422	9394418
116	9056422	10435587
116	9056422	10459850
116	9056422	10669726
116	9056422	11102995
116	9056422	11376126
116	9056422	11453542
116	9056422	11559546
116	9056422	11735220
116	9056422	11828267
116	9056422	11921191
116	9056422	11988840
116	9056422	12193537
116	9056422	12374697
116	9056422	12438247
116	9056422	12447687
116	9056422	12489029
116	9205064	7494873
116	9205064	7624149
116	9205064	7714091
116	9205064	8532629
116	9205064	8834239
116	9205064	9311601
116	9205064	9342439
116	9205064	9394418
116	9205064	9515800
116	9205064	9548597
116	9205064	9713365
116	9205064	9766646
116	9205064	10438568
116	9205064	10859639
116	9205064	11384880
116	9205064	11384880
116	9205064	11507082
116	9205064	12188907
116	9205064	12489029
116	9205064	12489029
116	9342439	7664648
116	9342439	7743492
116	9342439	7983803
116	9342439	9545345
116	9342439	9766646
116	9342439	9815941
116	9342439	10229198
116	9342439	10427145
116	9342439	10916281
116	9342439	10950308
116	9342439	10985759
116	9342439	11694888
116	9342439	11828267
116	9342439	12196249
116	9342439	12379772
116	9342439	12438247
116	9342439	12543777
116	9342439	12641820
116	9342439	12788928
116	9342439	12941837
116	9394418	7624149
116	9394418	7624149
116	9394418	7829525
116	9394418	8710868
116	9394418	8834239
116	9394418	9311601
116	9394418	9516080
116	9394418	9545345
116	9394418	10026153
116	9394418	10674396
116	9394418	10934810
116	9394418	10950308
116	9394418	11160039
116	9394418	11238294
116	9394418	11245436
116	9394418	11828267
116	9394418	12019173
116	9394418	12566306
116	9394418	12641820
116	9394418	12641820
116	9413807	7909276
116	9413807	8557683
116	9413807	8626706
116	9413807	8665514
116	9413807	9699666
116	9413807	9766646
116	9413807	9815941
116	9413807	9850076
116	9413807	9850076
116	9413807	10065165
116	9413807	10427145
116	9413807	10791773
116	9413807	11453542
116	9413807	11453542
116	9413807	11577168
116	9413807	11694888
116	9413807	11988840
116	9413807	12115549
116	9413807	12888657
116	9413807	14520693
116	9515800	8286193
116	9515800	8692980
116	9515800	9056422
116	9515800	9205064
116	9515800	9568749
116	9515800	9605931
116	9515800	9885576
116	9515800	10026153
116	9515800	10207053
116	9515800	10438568
116	9515800	10791772
116	9515800	11376126
116	9515800	11507082
116	9515800	11828267
116	9515800	12193537
116	9515800	12489029
116	9515800	12509421
116	9515800	12543777
116	9515800	12888657
116	9515800	14530378
116	9516080	7624149
116	9516080	8178058
116	9516080	8626706
116	9516080	8626706
116	9516080	8692980
116	9516080	9332364
116	9516080	9699666
116	9516080	9815544
116	9516080	10438568
116	9516080	10570150
116	9516080	11212254
116	9516080	11384880
116	9516080	11384880
116	9516080	11788654
116	9516080	11788654
116	9516080	11988840
116	9516080	12183434
116	9516080	12360481
116	9516080	12767520
116	9516080	12888657
116	9545345	7624149
116	9545345	7624149
116	9545345	8145772
116	9545345	8603394
116	9545345	9413807
116	9545345	9545345
116	9545345	9664082
116	9545345	9815941
116	9545345	10207053
116	9545345	10446958
116	9545345	10985759
116	9545345	11005099
116	9545345	12105987
116	9545345	12127559
116	9545345	12374697
116	9545345	12489029
116	9545345	12536716
116	9545345	12566306
116	9545345	12746329
116	9545345	14534541
116	9699666	7529048
116	9699666	7949210
116	9699666	8665514
116	9699666	8833657
116	9699666	9056422
116	9699666	9205064
116	9699666	9515800
116	9699666	10427145
116	9699666	10676665
116	9699666	10676665
116	9699666	10766344
116	9699666	11005099
116	9699666	11043572
116	9699666	11507082
116	9699666	12379772
116	9699666	12379772
116	9699666	12414625
116	9699666	12641820
116	9699666	12890810
116	9699666	12915889
116	9766646	7664648
116	9766646	8145772
116	9766646	8263133
116	9766646	8833657
116	9766646	9340870
116	9766646	9413807
116	9766646	9885576
116	9766646	10435587
116	9766646	10612431
116	9766646	10940495
116	9766646	10985759
116	9766646	11376126
116	9766646	11507082
116	9766646	11828267
116	9766646	11991213
116	9766646	12374697
116	9766646	12489029
116	9766646	12560330
116	9766646	14520693
116	9766646	14534541
116	9815544	8034314
116	9815544	8650930
116	9815544	8665514
116	9815544	8877314
116	9815544	9056422
116	9815544	9056422
116	9815544	9105560
116	9815544	9311601
116	9815544	10435587
116	9815544	10459850
116	9815544	10791772
116	9815544	10995803
116	9815544	11212254
116	9815544	11212254
116	9815544	11453542
116	9815544	11453542
116	9815544	11885994
116	9815544	11988840
116	9815544	11988840
116	9815544	12489029
116	9815941	7515389
116	9815941	7806523
116	9815941	8145772
116	9815941	8626706
116	9815941	8710868
116	9815941	8833657
116	9815941	9311601
116	9815941	9515800
116	9815941	10207053
116	9815941	10459850
116	9815941	10889625
116	9815941	10985759
116	9815941	11212254
116	9815941	11376126
116	9815941	11788654
116	9815941	11988840
116	9815941	12126534
116	9815941	12379772
116	9815941	12543777
116	9815941	12937141
116	9850076	7504303
116	9850076	8251646
116	9850076	8606887
116	9850076	8665514
116	9850076	8710868
116	9850076	8710868
116	9850076	8833657
116	9850076	10427145
116	9850076	10676665
116	9850076	10699916
116	9850076	10791772
116	9850076	10950308
116	9850076	11280720
116	9850076	11453542
116	9850076	11507082
116	9850076	12379772
116	9850076	12767520
116	9850076	12790794
116	9850076	12890810
116	9850076	14520693
116	10026153	7585875
116	10026153	7624149
116	10026153	7624149
116	10026153	7664648
116	10026153	7674023
116	10026153	7734771
116	10026153	7743492
116	10026153	8163057
116	10026153	9342439
116	10026153	9815544
116	10026153	10229198
116	10026153	10676665
116	10026153	10720068
116	10026153	11149601
116	10026153	11376126
116	10026153	11480076
116	10026153	11641236
116	10026153	11988840
116	10026153	12193537
116	10026153	12228220
116	10229198	7504533
116	10229198	7529048
116	10229198	7743492
116	10229198	7743492
116	10229198	8286193
116	10229198	8911609
116	10229198	9311601
116	10229198	9312143
116	10229198	9516080
116	10229198	9766646
116	10229198	10720068
116	10229198	10766344
116	10229198	10950308
116	10229198	11694888
116	10229198	11694888
116	10229198	12105987
116	10229198	12414625
116	10229198	12414625
116	10229198	12438247
116	10229198	12566306
116	10401676	7664648
116	10401676	7918304
116	10401676	8132782
116	10401676	8145772
116	10401676	8626706
116	10401676	8995282
116	10401676	9516080
116	10401676	9766646
116	10401676	10459850
116	10401676	10669726
116	10401676	10720068
116	10401676	10851068
116	10401676	11005099
116	10401676	11358798
116	10401676	11376126
116	10401676	11885994
116	10401676	12414625
116	10401676	12767520
116	10401676	12890810
116	10401676	14534541
116	10430101	8595162
116	10430101	8625887
116	10430101	8626706
116	10430101	9205064
116	10430101	9394418
116	10430101	10766344
116	10430101	10791772
116	10430101	10816436
116	10430101	10851068
116	10430101	10851068
116	10430101	10919668
116	10430101	10950308
116	10430101	11146233
116	10430101	11384880
116	10430101	11384880
116	10430101	11453542
116	10430101	11704861
116	10430101	11828267
116	10430101	12438247
116	10430101	12641820
116	10435587	7624149
116	10435587	8546673
116	10435587	8734453
116	10435587	9468545
116	10435587	9515800
116	10435587	9515800
116	10435587	9545345
116	10435587	10065165
116	10435587	10573543
116	10435587	11280720
116	10435587	11376126
116	10435587	11453542
116	10435587	11694888
116	10435587	11828267
116	10435587	11988840
116	10435587	12188907
116	10435587	12360481
116	10435587	12447687
116	10435587	12615821
116	10435587	12746329
116	10438568	1341258
116	10438568	7918304
116	10438568	8257452
116	10438568	8751588
116	10438568	9766646
116	10438568	10430101
116	10438568	10919668
116	10438568	10950308
116	10438568	11149601
116	10438568	11212254
116	10438568	11452214
116	10438568	11507082
116	10438568	11751379
116	10438568	11828267
116	10438568	11988840
116	10438568	12238112
116	10438568	12489029
116	10438568	12566306
116	10438568	12641820
116	10438568	12941837
116	10459850	7763265
116	10459850	8607861
116	10459850	8955195
116	10459850	9349574
116	10459850	9527274
116	10459850	10676665
116	10459850	10720068
116	10459850	10720068
116	10459850	10791772
116	10459850	10985759
116	10459850	11453542
116	10459850	11559546
116	10459850	11788654
116	10459850	11885994
116	10459850	12115549
116	10459850	12213887
116	10459850	12374697
116	10459850	12641820
116	10459850	12746329
116	10459850	12890810
116	10669726	7624149
116	10669726	7642566
116	10669726	7664648
116	10669726	8253716
116	10669726	8626706
116	10669726	9205064
116	10669726	9267840
116	10669726	9394418
116	10669726	9699666
116	10669726	9850076
116	10669726	10389840
116	10669726	10427145
116	10669726	10720068
116	10669726	11149601
116	10669726	11500939
116	10669726	11507082
116	10669726	12641820
116	10669726	12641820
116	10669726	12824904
116	10669726	12890810
116	10674396	8833657
116	10674396	9311601
116	10674396	9394418
116	10674396	10207053
116	10674396	10401676
116	10674396	10427145
116	10674396	10438568
116	10674396	10438568
116	10674396	11005099
116	10674396	11076094
116	10674396	11102895
116	10674396	11384880
116	10674396	11384880
116	10674396	11641236
116	10674396	11828267
116	10674396	12188907
116	10674396	12360481
116	10674396	12414625
116	10674396	12414625
116	10674396	14520693
116	10766344	8001287
116	10766344	8077048
116	10766344	8607861
116	10766344	9515800
116	10766344	9766646
116	10766344	9766646
116	10766344	9850076
116	10766344	10427145
116	10766344	10676665
116	10766344	10760951
116	10766344	10791772
116	10766344	10862794
116	10766344	11376126
116	10766344	11577168
116	10766344	12193537
116	10766344	12447687
116	10766344	12767520
116	10766344	12888657
116	10766344	12888657
116	10766344	14534541
116	10791772	7515389
116	10791772	7529048
116	10791772	7860063
116	10791772	8833657
116	10791772	8833657
116	10791772	9390006
116	10791772	9602534
116	10791772	10207053
116	10791772	10485478
116	10791772	10630585
116	10791772	10851068
116	10791772	11376126
116	10791772	11559546
116	10791772	11788654
116	10791772	12031683
116	10791772	12374697
116	10791772	12374697
116	10791772	12612081
116	10791772	12888657
116	10791772	12890810
116	10851068	7716548
116	10851068	8242614
116	10851068	9056422
116	10851068	9062343
116	10851068	9413807
116	10851068	10026153
116	10851068	10207053
116	10851068	10207053
116	10851068	10393088
116	10851068	10427145
116	10851068	10427145
116	10851068	10435587
116	10851068	10612799
116	10851068	10720068
116	10851068	10720068
116	10851068	10816436
116	10851068	10919668
116	10851068	11986190
116	10851068	12447687
116	10851068	12641820
116	10919668	7624149
116	10919668	7983803
116	10919668	8286193
116	10919668	8607861
116	10919668	8710868
116	10919668	8833657
116	10919668	8995282
116	10919668	9205064
116	10919668	9311601
116	10919668	9699666
116	10919668	11238520
116	10919668	11453542
116	10919668	11828267
116	10919668	12193537
116	10919668	12414625
116	10919668	12438247
116	10919668	12566306
116	10919668	12599422
116	10919668	12888657
116	10919668	14520693
116	10985759	7734771
116	10985759	8626706
116	10985759	9205064
116	10985759	9413807
116	10985759	9516080
116	10985759	10229198
116	10985759	10344739
116	10985759	10950308
116	10985759	11005099
116	10985759	11376126
116	10985759	11507082
116	10985759	11694888
116	10985759	11706428
116	10985759	11828267
116	10985759	12374697
116	10985759	12438247
116	10985759	12447687
116	10985759	12603062
116	10985759	12641820
116	10985759	14520693
116	11005099	7918304
116	11005099	8145772
116	11005099	8242621
116	11005099	8607861
116	11005099	10401676
116	11005099	10401676
116	11005099	10435587
116	11005099	10720068
116	11005099	10766344
116	11005099	10851068
116	11005099	11373480
116	11005099	11376126
116	11005099	11384880
116	11005099	11453542
116	11005099	11559546
116	11005099	11694888
116	11005099	11709726
116	11005099	12438247
116	11005099	12438247
116	11005099	12489029
116	11102895	7881103
116	11102895	8184731
116	11102895	8286193
116	11102895	8607861
116	11102895	8635102
116	11102895	9515800
116	11102895	9766646
116	11102895	10427145
116	11102895	10720068
116	11102895	11102895
116	11102895	11285324
116	11102895	11384880
116	11102895	11500939
116	11102895	11694888
116	11102895	11988840
116	11102895	12019176
116	11102895	12107268
116	11102895	12374697
116	11102895	12489029
116	11102895	12504093
116	11149601	8621519
116	11149601	8626706
116	11149601	8995674
116	11149601	9056422
116	11149601	9205064
116	11149601	10401676
116	11149601	10427145
116	11149601	10676665
116	11149601	10766344
116	11149601	11005099
116	11149601	11149601
116	11149601	11149601
116	11149601	11223541
116	11149601	11223541
116	11149601	11507082
116	11149601	11640566
116	11149601	11742842
116	11149601	11828267
116	11149601	12824904
116	11149601	14534541
116	11212254	7743492
116	11212254	8132782
116	11212254	9311601
116	11212254	9394418
116	11212254	9515800
116	11212254	9815941
116	11212254	10207053
116	11212254	10766344
116	11212254	10793405
116	11212254	11245436
116	11212254	11384880
116	11212254	11416012
116	11212254	12019176
116	11212254	12105987
116	11212254	12379772
116	11212254	12414625
116	11212254	12438247
116	11212254	12543777
116	11212254	12665509
116	11212254	12915889
116	11245436	8145772
116	11245436	9468545
116	11245436	9526524
116	11245436	9699666
116	11245436	9826208
116	11245436	10401676
116	11245436	10510289
116	11245436	10720068
116	11245436	10851068
116	11245436	11102895
116	11245436	11212254
116	11245436	11274053
116	11245436	11478333
116	11245436	11694888
116	11245436	11988840
116	11245436	12447687
116	11245436	12451676
116	11245436	12489029
116	11245436	12543777
116	11245436	12941837
116	11500939	7581745
116	11500939	8177860
116	11500939	8595162
116	11500939	8626706
116	11500939	8833657
116	11500939	9413807
116	11500939	9664082
116	11500939	9850076
116	11500939	10401676
116	11500939	10438568
116	11500939	10669726
116	11500939	10674396
116	11500939	10720068
116	11500939	11156965
116	11500939	11828267
116	11500939	12105987
116	11500939	12188907
116	11500939	12438247
116	11500939	12438247
116	11500939	12937141
116	11559546	7949223
116	11559546	8269616
116	11559546	9311601
116	11559546	9885576
116	11559546	10207053
116	11559546	10430101
116	11559546	10676665
116	11559546	10676665
116	11559546	11245436
116	11559546	11376126
116	11559546	11857924
116	11559546	11885994
116	11559546	12188907
116	11559546	12218293
116	11559546	12379772
116	11559546	12438247
116	11559546	12746329
116	11559546	12767520
116	11559546	12890810
116	11559546	14534541
116	11577168	7624149
116	11577168	7664648
116	11577168	8145772
116	11577168	8833657
116	11577168	9786898
116	11577168	10199143
116	11577168	10207053
116	11577168	10229198
116	11577168	10427145
116	11577168	10435587
116	11577168	10614663
116	11577168	10669726
116	11577168	10669726
116	11577168	10676665
116	11577168	10985759
116	11577168	11113206
116	11577168	11559546
116	11577168	11706428
116	11577168	12553167
116	11577168	14534541
116	11788654	7592607
116	11788654	8288055
116	11788654	8626706
116	11788654	9311601
116	11788654	9516080
116	11788654	9551089
116	11788654	9815941
116	11788654	10026153
116	11788654	10207053
116	11788654	10229198
116	11788654	10791772
116	11788654	10851068
116	11788654	10950308
116	11788654	11149601
116	11788654	11402923
116	11788654	11788654
116	11788654	12238112
116	11788654	12360481
116	11788654	12641820
116	11788654	14534541
116	11885994	1341275
116	11885994	7529048
116	11885994	7962604
116	11885994	8242614
116	11885994	8595162
116	11885994	8607861
116	11885994	8607861
116	11885994	8833657
116	11885994	9815544
116	11885994	10026153
116	11885994	10427145
116	11885994	10510289
116	11885994	10649273
116	11885994	10851068
116	11885994	10950308
116	11885994	11453542
116	11885994	11828267
116	11885994	12318981
116	11885994	12374697
116	11885994	12767520
116	12019176	7529048
116	12019176	7624149
116	12019176	8530839
116	12019176	9311601
116	12019176	9515800
116	12019176	9699666
116	12019176	9815544
116	12019176	10026153
116	12019176	10985759
116	12019176	11005099
116	12019176	11245436
116	12019176	11453542
116	12019176	11641236
116	12019176	11988840
116	12019176	12345964
116	12019176	12446969
116	12019176	12543777
116	12019176	12543777
116	12019176	12767520
116	12019176	12890810
116	12031683	7743492
116	12031683	7743492
116	12031683	8145772
116	12031683	8286193
116	12031683	8607861
116	12031683	8665514
116	12031683	9852124
116	12031683	10399915
116	12031683	10427145
116	12031683	10676665
116	12031683	10720068
116	12031683	11163495
116	12031683	11453542
116	12031683	11788654
116	12031683	11828267
116	12031683	11885994
116	12031683	12379772
116	12031683	12671184
116	12031683	12888657
116	12031683	12941837
116	12105987	7654383
116	12105987	7664648
116	12105987	7664648
116	12105987	8710868
116	12105987	9205064
116	12105987	9234922
116	12105987	9777289
116	12105987	9850076
116	12105987	10207053
116	12105987	10720068
116	12105987	10766344
116	12105987	11260230
116	12105987	11376126
116	12105987	11507082
116	12105987	12414625
116	12105987	12414625
116	12105987	12566306
116	12105987	12641820
116	12105987	12767520
116	12105987	12941837
116	12188907	7624149
116	12188907	8257452
116	12188907	8595162
116	12188907	8633403
116	12188907	9105560
116	12188907	9515800
116	12188907	10319328
116	12188907	10614641
116	12188907	10669726
116	12188907	10676665
116	12188907	10950308
116	12188907	11005099
116	12188907	11125119
116	12188907	11507082
116	12188907	11694888
116	12188907	12002902
116	12188907	12031683
116	12188907	12543777
116	12188907	12566306
116	12188907	12746329
116	12360481	7529048
116	12360481	8595162
116	12360481	8833657
116	12360481	9205064
116	12360481	9394418
116	12360481	10401676
116	12360481	10438568
116	12360481	10676665
116	12360481	10844119
116	12360481	10851068
116	12360481	11245436
116	12360481	11443207
116	12360481	11515104
116	12360481	11694888
116	12360481	11828267
116	12360481	12150454
116	12360481	12188907
116	12360481	12193537
116	12360481	12360481
116	12360481	12907608
116	12374697	8145772
116	12374697	8145772
116	12374697	8158438
116	12374697	8595162
116	12374697	8607861
116	12374697	8607861
116	12374697	8692980
116	12374697	9205064
116	12374697	10551398
116	12374697	10720068
116	12374697	10766344
116	12374697	10919668
116	12374697	11694888
116	12374697	12193537
116	12374697	12374697
116	12374697	12446969
116	12374697	12543777
116	12374697	12566306
116	12374697	12641820
116	12374697	12641820
116	12379772	7624149
116	12379772	7962321
116	12379772	8595162
116	12379772	8626706
116	12379772	8833657
116	12379772	9394418
116	12379772	9516080
116	12379772	10081189
116	12379772	10229198
116	12379772	10401676
116	12379772	10676665
116	12379772	10919668
116	12379772	11828267
116	12379772	12105987
116	12379772	12105987
116	12379772	12379772
116	12379772	12447687
116	12379772	12489029
116	12379772	12615714
116	12379772	12888657
116	12447687	7815442
116	12447687	8297340
116	12447687	8595162
116	12447687	8626706
116	12447687	8690160
116	12447687	8710868
116	12447687	8710868
116	12447687	9756945
116	12447687	10229198
116	12447687	10229198
116	12447687	10851068
116	12447687	11376126
116	12447687	11828267
116	12447687	12105987
116	12447687	12360481
116	12447687	12489029
116	12447687	12566306
116	12447687	12641820
116	12447687	12888657
116	12447687	12890810
116	12566306	7624149
116	12566306	7624149
116	12566306	7769500
116	12566306	7806523
116	12566306	8286193
116	12566306	8665514
116	12566306	8710868
116	12566306	9699666
116	12566306	9886955
116	12566306	10207053
116	12566306	10591678
116	12566306	10632369
116	12566306	11828267
116	12566306	11828267
116	12566306	12345575
116	12566306	12360481
116	12566306	12374697
116	12566306	12447687
116	12566306	12888657
116	12566306	12926131
116	12746329	7664648
116	12746329	7736897
116	12746329	8612625
116	12746329	8621530
116	12746329	8710868
116	12746329	9527274
116	12746329	9815544
116	12746329	9815544
116	12746329	10229198
116	12746329	10401676
116	12746329	10720068
116	12746329	10950308
116	12746329	11376126
116	12746329	11376126
116	12746329	11507082
116	12746329	11694888
116	12746329	12006603
116	12746329	12031683
116	12746329	12543777
116	12746329	12643471
116	12937141	7909276
116	12937141	8710868
116	12937141	9311601
116	12937141	9342439
116	12937141	9815544
116	12937141	9815941
116	12937141	10229198
116	12937141	10676665
116	12937141	10919668
116	12937141	10950308
116	12937141	11145562
116	12937141	11461162
116	12937141	11577168
116	12937141	11988840
116	12937141	12360481
116	12937141	12489029
116	12937141	12566306
116	12937141	12641820
116	12937141	12641820
116	12937141	12702972
116	12941837	1341208
116	12941837	7958399
116	12941837	8049217
116	12941837	8297340
116	12941837	8595162
116	12941837	9516080
116	12941837	10188722
116	12941837	10207053
116	12941837	10229198
116	12941837	10430101
116	12941837	10674396
116	12941837	11500939
116	12941837	11706428
116	12941837	12126534
116	12941837	12543777
116	12941837	12543777
116	12941837	12641820
116	12941837	12746329
116	12941837	12767520
116	12941837	14599874
116	14520693	7535629
116	14520693	7852302
116	14520693	8145772
116	14520693	8607861
116	14520693	9205064
116	14520693	9311601
116	14520693	9413807
116	14520693	10207053
116	14520693	10229198
116	14520693	10363793
116	14520693	10851068
116	14520693	11102895
116	14520693	11453542
116	14520693	11559546
116	14520693	11577168
116	14520693	11828267
116	14520693	12218293
116	14520693	12489029
116	14520693	12641820
116	14520693	12641820
118	9237543	7604885
118	9237543	8623837
118	9237543	9335500
118	9237543	9562510
118	9237543	9761057
118	9237543	10507529
118	9237543	10594789
118	9237543	10914688
118	9237543	10914688
118	9237543	11114266
118	9237543	11211053
118	9237543	11211053
118	9237543	11211053
118	9237543	11712289
118	9237543	11722027
118	9237543	11924651
118	9237543	11955370
118	9237543	12099697
118	9237543	12565837
118	9237543	12626500
118	9335500	7604885
118	9335500	8123367
118	9335500	8764055
118	9335500	9335500
118	9335500	9603194
118	9335500	9761057
118	9335500	9761057
118	9335500	9761057
118	9335500	9889140
118	9335500	11211053
118	9335500	11211053
118	9335500	11245811
118	9335500	11311337
118	9335500	11942909
118	9335500	12082048
118	9335500	12218417
118	9335500	12451220
118	9335500	12480736
118	9335500	12498970
118	9335500	12626500
118	9852574	7604885
118	9852574	9562510
118	9852574	9603194
118	9852574	9852574
118	9852574	10233972
118	9852574	10407185
118	9852574	10507529
118	9852574	10652049
118	9852574	11074155
118	9852574	11074155
118	9852574	11245811
118	9852574	11329064
118	9852574	11329064
118	9852574	11803678
118	9852574	11906979
118	9852574	12175481
118	9852574	12428741
118	9852574	12480736
118	9852574	12655298
118	9852574	12759250
118	10407185	7604885
118	10407185	7604885
118	10407185	7654074
118	10407185	9341725
118	10407185	9562510
118	10407185	10063714
118	10407185	10233972
118	10407185	10437719
118	10407185	10652049
118	10407185	10818521
118	10407185	10818521
118	10407185	11074155
118	10407185	11578774
118	10407185	11799686
118	10407185	12055102
118	10407185	12218417
118	10407185	12480736
118	10407185	12498970
118	10407185	12498970
118	10407185	12719626
118	10491283	8023372
118	10491283	9295214
118	10491283	9729521
118	10491283	9761057
118	10491283	9848098
118	10491283	9889140
118	10491283	10233972
118	10491283	10233972
118	10491283	10407185
118	10491283	10491283
118	10491283	10507529
118	10491283	10644793
118	10491283	10723086
118	10491283	11114266
118	10491283	11123210
118	10491283	11211053
118	10491283	11245811
118	10491283	11578774
118	10491283	12480736
118	10491283	12565837
118	10623661	8662974
118	10623661	8867077
118	10623661	9237543
118	10623661	9335500
118	10623661	9562510
118	10623661	9852574
118	10623661	10233972
118	10623661	10407185
118	10623661	10407185
118	10623661	10407185
118	10623661	10491283
118	10623661	10507529
